Destination ID,Country,apiSku,Product SKU,Plan Name,Data Allowanance,Validity Days,VOICE MIN,DATA,SMS,VALIDITY,BaseCost,markup,finalPrice,currency,Note / QR Code Expiry,status
,"Singapore, Malaysia",eSIM-SM10M-15,eSIM-SM10M-15,"Holiday eSIM 2
SGP, MYS
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,15 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,15 days,16.57,16.57,33.14,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SM10M-20,eSIM-SM10M-20,"Holiday eSIM 2
SGP, MYS
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,20 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,20 days,22.02,22.02,44.04,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SM10M-30,eSIM-SM10M-30,"Holiday eSIM 2
SGP, MYS
 (10MAX)",1GB Daily with high speed + FUP 10 Mbps,30 days,N/A,1GB Daily with high speed + FUP 10 Mbps,N/A,30 days,32.9,32.9,65.8,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-03,eSIM-SMT3G-03,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,3 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,3 days,1.05,1.05,2.1,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-05,eSIM-SMT3G-05,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,5 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,5 days,1.18,1.18,2.36,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-07,eSIM-SMT3G-07,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,7 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,7 days,1.31,1.31,2.62,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-10,eSIM-SMT3G-10,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,10 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,10 days,1.44,1.44,2.88,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-15,eSIM-SMT3G-15,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,15 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,15 days,1.58,1.58,3.16,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT3G-30,eSIM-SMT3G-30,"Holiday eSIM 2
SGP, MYS
 (Total 3GB)",3GB Total with high speed + FUP 128 Kbps,30 days,N/A,3GB Total with high speed + FUP 128 Kbps,N/A,30 days,1.7,1.7,3.4,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-03,eSIM-SMT5G-03,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,3 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,3 days,1.7,1.7,3.4,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-05,eSIM-SMT5G-05,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,5 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,5 days,1.84,1.84,3.68,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-07,eSIM-SMT5G-07,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,7 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,7 days,1.97,1.97,3.94,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-10,eSIM-SMT5G-10,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,10 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,10 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-15,eSIM-SMT5G-15,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,15 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,15 days,2.22,2.22,4.44,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT5G-30,eSIM-SMT5G-30,"Holiday eSIM 2
SGP, MYS
 (Total 5GB)",5GB Total with high speed + FUP 128 Kbps,30 days,N/A,5GB Total with high speed + FUP 128 Kbps,N/A,30 days,2.35,2.35,4.7,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-03,eSIM-SMT10G-03,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,3 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,3 days,2.59,2.59,5.18,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-05,eSIM-SMT10G-05,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,5 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,5 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-07,eSIM-SMT10G-07,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,7 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,7 days,3.08,3.08,6.16,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-10,eSIM-SMT10G-10,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,10 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,10 days,3.33,3.33,6.66,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-15,eSIM-SMT10G-15,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,15 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,15 days,3.58,3.58,7.16,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT10G-30,eSIM-SMT10G-30,"Holiday eSIM 2
SGP, MYS
 (Total 10GB)",10GB Total with high speed + FUP 128 Kbps,30 days,N/A,10GB Total with high speed + FUP 128 Kbps,N/A,30 days,3.83,3.83,7.66,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-03,eSIM-SMT20G-03,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,3 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,3 days,5.06,5.06,10.12,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-05,eSIM-SMT20G-05,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,5 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,5 days,5.44,5.44,10.88,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-07,eSIM-SMT20G-07,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,7 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,7 days,5.81,5.81,11.62,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-10,eSIM-SMT20G-10,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,10 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,10 days,6.18,6.18,12.36,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-15,eSIM-SMT20G-15,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,15 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,15 days,6.55,6.55,13.1,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT20G-30,eSIM-SMT20G-30,"Holiday eSIM 2
SGP, MYS
 (Total 20GB)",20GB Total with high speed + FUP 128 Kbps,30 days,N/A,20GB Total with high speed + FUP 128 Kbps,N/A,30 days,6.92,6.92,13.84,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-03,eSIM-SMT30G-03,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,3 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,3 days,7.05,7.05,14.1,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-05,eSIM-SMT30G-05,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,5 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,5 days,7.54,7.54,15.08,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-07,eSIM-SMT30G-07,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,7 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,7 days,8.04,8.04,16.08,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-10,eSIM-SMT30G-10,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,10 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,10 days,8.53,8.53,17.06,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-15,eSIM-SMT30G-15,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,15 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,15 days,9.03,9.03,18.06,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT30G-30,eSIM-SMT30G-30,"Holiday eSIM 2
SGP, MYS
 (Total 30GB)",30GB Total with high speed + FUP 128 Kbps,30 days,N/A,30GB Total with high speed + FUP 128 Kbps,N/A,30 days,9.52,9.52,19.04,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-03,eSIM-SMT50G-03,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,3 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,3 days,11.01,11.01,22.02,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-05,eSIM-SMT50G-05,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,5 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,5 days,11.74,11.74,23.48,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-07,eSIM-SMT50G-07,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,7 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,7 days,12.49,12.49,24.98,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-10,eSIM-SMT50G-10,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,10 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,10 days,13.24,13.24,26.48,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-15,eSIM-SMT50G-15,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,15 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,15 days,13.97,13.97,27.94,GBP,QR Code Expiry: 180 days,active
,"Singapore, Malaysia",eSIM-SMT50G-30,eSIM-SMT50G-30,"Holiday eSIM 2
SGP, MYS
 (Total 50GB)",50GB Total with high speed + FUP 128 Kbps,30 days,N/A,50GB Total with high speed + FUP 128 Kbps,N/A,30 days,14.72,14.72,29.44,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-01,eSIM-F500M-01,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,1 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,1 days,0.61,0.61,1.22,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-03,eSIM-F500M-03,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,3 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,3 days,1.05,1.05,2.1,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-05,eSIM-F500M-05,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,5 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,5 days,1.58,1.58,3.16,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-07,eSIM-F500M-07,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,7 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,7 days,2.09,2.09,4.18,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-10,eSIM-F500M-10,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,10 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,10 days,2.84,2.84,5.68,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-15,eSIM-F500M-15,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,15 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,15 days,4.07,4.07,8.14,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-20,eSIM-F500M-20,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,20 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,20 days,5.31,5.31,10.62,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F500M-30,eSIM-F500M-30,"Holiday eSIM 2
Multi-Region F 
(Daily 500MB)",500MB Daily with high speed + FUP 128 Kbps,30 days,N/A,500MB Daily with high speed + FUP 128 Kbps,N/A,30 days,7.79,7.79,15.58,GBP,QR Code Expiry: 180 days,active
,"Ukraine (KyivStar, MTS), Moldova (Orange), United States (AT&T, Verizon), Bulgaria (Vivacom, Telenor), Belgium (Telenet, ORANGE), Sweden (Telenor, H3G), France (Bouygues, Orange), Kazakhstan (Kar Tel), Luxembourg (Orange), Portugal (Optimus, TMN/MEO, Vodafone), Netherlands (KPN, Odido), Norway (Telenor), Greece (Wind, Cosmote, Vodafone), Malta (Vodafone), Israel (Hot Mobile, Pelephone), Italy (Wind, Vodafone), Turkey (AVEA, Vodafone,turkcell), Cyprus (MTN), Romania (Orange, DIGI), Slovakia (O2, DT), Finland (lands Telekommunikation Ab?Elisa?DNA), Ireland (H3G, Meteor Mobile), Spain (Movistar, Orange, Yoigo), Germany (O2, T-Mobile), Denmark (TDC, Telenor), Estonia (Elisa, Tele2), Lithuania (Bite, Tele2), Slovenia (Telemach), Austria (A1, T-Mobile), Croatia (Tele2, Hrvatski), Czech (T-Mobile, O2), UK (O2, EE), Hungary (Telenor, T-Mobile) Liechtenstein (Telecom Liechtenstein), Albania (Vodafone), Latvia (Bite), Iceland (vodafone), Switzerland (Sunrise,Salt), Poland (Polkomtel), Kyrgyzstan (Sky Mobile), Uzbekistan (Unitel), Pakistan (Jazz), Montenegro (MTEL), New Zealand (Vodafone), Serbia",eSIM-F1GB-01,eSIM-F1GB-01,"Holiday eSIM 2
Multi-Region F 
(Daily 1GB)",1GB Daily with high speed + FUP 128 Kbps,1 days,N/A,1GB Daily with high speed + FUP 128 Kbps,N/A,1 days,0.74,0.74,1.48,GBP,QR Code Expiry: 180 days,active
